id,price
0,2960.2183947386548
1,5524.383437496177
2,9684.666093919925
3,3974.2105181706456
4,1633.4887706609766
5,6240.722179232664
6,4820.011541847638
7,4227.697188003487
8,5204.592410285524
9,14981.146623585872
10,4489.938958054907
11,787.5663947952303
12,3219.1664293157255
13,1646.9911407796058
14,2462.2896841680954
15,1139.891660719211
16,1512.6748733418383
17,3942.876950977868
18,4205.530110375523
19,875.197733093551
20,2090.786512002847
21,5189.746472191564
22,4283.802500451482
23,623.3688441855223
24,17077.771425847463
25,1175.1717114867965
26,611.4444905193845
27,1009.9313315721553
28,1629.1616588053616
29,887.2057521446001
30,10367.346011993042
31,563.5804244303467
32,4048.297479861914
33,701.9701832705499
34,643.8703743187102
35,2462.8650140976856
36,6222.401627790681
37,2608.165831821537
38,2821.474204648784
39,716.951072903848
40,530.5404412490639
41,8788.989678357295
42,886.2234952641043
43,1724.6410449655118
44,10533.981487531712
45,2487.1482392293724
46,991.8437262238325
47,849.7737268866362
48,1196.644145694128
49,2777.9045132072965
50,635.462736305813
51,4671.898977950714
52,2902.429714881381
53,6874.734762680285
54,5473.376616005353
55,2212.412556638042
56,8886.67543176984
57,2412.541021589688
58,4382.7186187072975
59,2786.2150435531835
60,1210.9554155962865
61,526.2626741868767
62,7061.23848587138
63,1109.311211940399
64,8755.023903165511
65,17158.672520731147
66,909.1012102985145
67,11693.575983617951
68,5652.519593175998
69,9343.930672664694
70,485.776127283028
71,683.3322224938634
72,868.8695517285119
73,1309.2040065350336
74,5222.694005948058
75,1898.0951343151125
76,8571.27345028942
77,13954.807933439068
78,2759.364942906923
79,6415.502791254348
80,11199.151661310845
81,2049.273146773721
82,14692.335072223595
83,6511.643692927933
84,883.7589153242619
85,7397.742086764923
86,1047.1918752980741
87,11749.22337075745
88,8561.843870942048
89,14339.08126277154
90,4937.867098100982
91,1323.63132554715
92,975.1770286304268
93,845.4289672938498
94,17048.912260149173
95,516.7255283338342
96,14422.778838400296
97,15337.412036721162
98,12382.918314103536
99,679.3535398007692
100,2678.4719711528487
101,746.5655106422813
102,640.4252821230652
103,485.5141014498981
104,1029.0933294934543
105,1692.8440379100243
106,1297.8851235499926
107,806.7643149518732
108,1177.8448859644445
109,691.6728284252199
110,640.6127523226055
111,1033.8873805892977
112,1883.2537058876221
113,1689.4663393097321
114,1456.0473667648944
115,5031.354139682404
116,5142.2112029199825
117,15629.527673546723
118,464.09884185021247
119,16596.27201700633
120,1337.7188306940109
121,1682.0698366137547
122,1191.2827502680334
123,559.3802654021742
124,701.6855778494241
125,1277.3839493678274
126,1118.9152822015199
127,13217.067463260642
128,5516.434844866893
129,5086.2734518614925
130,6175.163138282052
131,3373.542221160172
132,6644.408143120385
133,1046.3367426139623
134,3184.5493183140975
135,1054.2531960280935
136,612.6079107714207
137,7110.8548530680455
138,568.1907330048592
139,4350.214861142948
140,840.0964427632601
141,942.623623681287
142,3510.8289061570867
143,3792.1771834032
144,733.1521864929559
145,6217.8732122374095
146,16134.21603352254
147,5164.676465958855
148,2541.1964558540235
149,1868.7294621160574
150,2545.8523631790044
151,1738.304192026178
152,11847.592136089255
153,2919.3291090978632
154,626.2712157788078
155,14773.273458544663
156,3382.482620884231
157,2858.7408517962645
158,3817.481022184281
159,919.2173077208313
160,7437.052253228178
161,9753.328035835677
162,702.3710852214458
163,668.9490192276749
164,5451.302092087022
165,11097.959408883504
166,3246.758337202514
167,4473.406850308678
168,3375.6316682217034
169,10631.05185428684
170,739.5007918370279
171,1655.2333990903894
172,4757.730156473383
173,2084.8133234274896
174,6322.319897408164
175,1836.2405383014443
176,4427.196704330421
177,3611.424086515824
178,2643.632933280463
179,3375.8013424990086
180,3515.158542743451
181,1716.3519266215476
182,910.0849782866748
183,1617.2922366233865
184,749.1835791361841
185,3942.821760108261
186,945.0578103834157
187,877.0389168453726
188,530.7118648034843
189,1830.9047691719932
190,2324.101798472027
191,745.0228563440355
192,828.0449928017656
193,6248.435874844467
194,3853.4027598579737
195,2574.777002447317
196,658.0046956581386
197,12917.777070131653
198,631.6680077710513
199,8858.830018047742
200,9647.355239566914
201,6520.703128923229
202,666.0775530231508
203,804.4254220398467
204,6418.017375400788
205,3756.267599276765
206,636.458006311706
207,3014.1897280263106
208,943.6005815291168
209,8618.416160222641
210,2652.903151479582
211,6918.452696804456
212,11255.751306247463
213,473.93533072297896
214,1187.8192525250226
215,892.3619272080573
216,2615.95288898706
217,2589.011160640544
218,833.2045298260961
219,1236.6152064544472
220,2210.240666288449
221,2103.6846831282924
222,8822.707226317874
223,1062.6286083506745
224,1213.3421896072427
225,4411.1007919856675
226,3494.296347531057
227,1908.6927529396808
228,6866.190263491622
229,1892.4297210919065
230,5185.616105329745
231,1501.8445909815232
232,1149.6365350452575
233,1604.8786172541181
234,913.1554863737288
235,8454.527031291775
236,1220.4532544007848
237,950.2325105769884
238,4265.078366529695
239,8308.699579854063
240,6447.829484988502
241,871.0789774759064
242,15487.763481591397
243,4458.121806146144
244,520.2132887267829
245,983.1044253083268
246,2472.3917214558787
247,7380.7952283961085
248,10740.235467572264
249,5524.483566385261
250,5448.168157615266
251,1622.772416268042
252,2759.0881420211263
253,5060.994874969623
254,5150.18031504055
255,1346.461482424787
256,670.8830775511774
257,1991.340894081662
258,879.6924034827713
259,14741.071925227097
260,6337.591320768497
261,4799.7790257227925
262,1777.1588534610669
263,3881.5493056257583
264,756.5499051106485
265,2292.2542896741393
266,10035.030613903456
267,1777.1293164538545
268,1107.5774470311912
269,8788.279034421346
270,7595.4798042723305
271,778.9989670021782
272,4396.022767721242
273,5072.592659561462
274,528.4867116925631
275,925.4441686165843
276,6313.132497994728
277,570.6946831019917
278,6760.517528478555
279,8333.535173822693
280,1627.8526760088605
281,2672.781336919437
282,4043.8582020136855
283,9022.306681294493
284,8739.282138776533
285,11140.218091939143
286,5150.903193977229
287,16238.241450045756
288,1740.902015497009
289,5914.5395899978785
290,451.8619286311182
291,8570.425227400414
292,17506.527451161794
293,878.6313347486171
294,7548.597255755714
295,1798.0321890907685
296,2207.8351421547445
297,729.6405213219438
298,373.0481450599941
299,5660.281380389383
300,2446.115082104257
301,1140.7852899702589
302,3643.263250258318
303,5754.7659977698095
304,5853.737785568958
305,8697.48425781404
306,1061.6044515939752
307,1039.5532437828692
308,1759.8921615225586
309,2183.614676822475
310,1781.5659434316074
311,467.84947370415057
312,7713.482099276534
313,5123.860028690226
314,2369.1912357779543
315,10574.824030343942
316,713.6758123981157
317,1058.3851682069103
318,899.5165448584918
319,8247.4843862397
320,5024.828640271477
321,519.6754884464058
322,440.05929513697953
323,530.7371291858467
324,929.4494873257677
325,5495.4599423488
326,1646.3845283659498
327,1864.0667766244476
328,6551.0166033995665
329,625.7221983843806
330,16872.003809635095
331,2355.8235637829957
332,809.2141999127666
333,8692.986680668346
334,3522.8997099148432
335,1857.4731446700491
336,15501.423901848992
337,906.8905746010457
338,925.6964689982448
339,5896.900616329662
340,679.7072544885191
341,1568.6214429186982
342,656.1685930234702
343,4474.118315149597
344,4484.587473528027
345,1763.5830665128628
346,689.3603766919438
347,2585.77623551249
348,4814.845423650495
349,829.6028699917109
350,3351.67043421281
351,505.2647856814178
352,2846.8651919463036
353,1965.1851292425158
354,642.3153767478975
355,1576.7275101812882
356,773.1526599717648
357,11588.635758106164
358,1501.3571214573778
359,516.9711796087537
360,992.0531028611908
361,8290.920466524116
362,602.3928290051731
363,8811.104329761616
364,3541.392244224003
365,689.3173009795461
366,648.4153363597902
367,4581.8065903489805
368,1721.982785751144
369,648.417003725222
370,654.7793912166121
371,756.6107550454649
372,6330.713883538298
373,921.8985963077607
374,460.34408283655966
375,898.0786135536941
376,696.3466248405489
377,4132.697264565653
378,2656.448771064202
379,653.7041835603628
380,4615.4754033112295
381,514.7551734191687
382,731.9367533070357
383,9516.660451148204
384,1123.844589125863
385,836.6346917702208
386,16342.951082949094
387,11868.080505203956
388,837.0582912830027
389,753.9949006629498
390,2612.3924047863434
391,907.30621136961
392,8683.758538950733
393,604.9390910012038
394,1954.7738470724173
395,4836.849584036074
396,820.3562588584932
397,1981.295193788162
398,1056.9822631501916
399,2316.1762539432707
400,5120.222947199396
401,599.7917266511681
402,2546.9248379366795
403,10291.6766195563
404,1286.2983570294778
405,1096.8650165843171
406,553.7011183617028
407,17904.44731384938
408,2062.752651926628
409,5951.2748099235205
410,846.3948247623953
411,707.7663948131117
412,4516.3607462919645
413,1416.8247578856858
414,6977.403567839912
415,865.1568058552542
416,1366.7574218330294
417,7688.721505653611
418,377.1522716922077
419,4989.795174253672
420,13556.033549342805
421,4499.422064630813
422,4949.770095378659
423,889.5139700961622
424,1247.6736455755631
425,445.9417394739898
426,784.6444363021616
427,14972.443075713269
428,1702.995665412894
429,7633.794823159031
430,4653.8540147082285
431,16371.115491603068
432,2141.161573788649
433,3094.602102828245
434,639.6065608025851
435,3175.506327188606
436,2398.800707482765
437,1170.3637845707449
438,7246.075183226294
439,618.0821293117801
440,3554.449580582357
441,1592.3789021270672
442,876.2371864291231
443,629.8015432381393
444,959.9765074295316
445,1127.319557030252
446,2311.749128893981
447,5729.127813963718
448,831.3890113276753
449,2318.710984063367
450,751.7388073341314
451,1161.6938966033372
452,6915.146454025557
453,6077.847298484794
454,2867.1647987505744
455,4156.577801829702
456,1071.18581253014
457,12149.937339518718
458,3976.6848731530217
459,5162.749993350855
460,12675.714955751353
461,523.2905741674217
462,776.2005866119031
463,629.4143708171646
464,873.6758805704626
465,4283.170038630753
466,779.6515950626085
467,4256.161236711345
468,4677.8572033732535
469,1329.2806630698356
470,2550.417821050654
471,2309.301325349635
472,2285.7389530400133
473,7166.584860831998
474,1306.5021376950058
475,1129.6583591075935
476,16273.152264837674
477,5170.45889886891
478,2838.194565108544
479,11130.48162555372
480,850.3759616287747
481,5425.350179836652
482,10714.521220174185
483,14162.28619885867
484,1287.2018988402885
485,4177.136008551844
486,11956.99117843484
487,3111.1609192313954
488,2452.559188042334
489,1998.0288834241544
490,581.9508467135342
491,772.3319358500045
492,4678.2813611072825
493,9125.971093517297
494,2361.8697479223224
495,915.8734097057344
496,2288.547350381068
497,5284.179358663536
498,1814.57298157088
499,4098.9250174626095
500,10295.317720849564
501,699.5921286554399
502,9047.336841349057
503,1485.1020283224384
504,515.4966000658783
505,4469.131356860078
506,625.474621173958
507,3752.3848097627374
508,1751.5897411373767
509,1053.546977809197
510,1449.1878629820746
511,652.4404189777882
512,1075.2708452167312
513,3980.7481007590277
514,3174.3434398011627
515,15000.605290774753
516,4570.905559116542
517,7203.998343278221
518,1221.4329626602444
519,1911.4697761577881
520,5588.490523029616
521,1929.9549145293745
522,812.1418563467772
523,6416.339311499647
524,9324.129635315887
525,1837.5950701730649
526,1365.0894245328705
527,2321.782649182747
528,4891.412080698214
529,4666.851640658952
530,2621.376707327119
531,2540.6243289229783
532,2830.1885230383227
533,6878.9279803154395
534,2579.7666053539465
535,15110.037079219272
536,15363.379474256688
537,4806.186730817459
538,2016.2714358764088
539,1961.183467586557
540,10295.390951779238
541,10613.381912049404
542,720.8734647306004
543,16003.183031026772
544,597.88314328765
545,7518.328505937508
546,9534.963863339774
547,1911.7546688216128
548,968.8152537914316
549,8099.557294745497
550,564.2563022640858
551,1004.5633369954627
552,6553.42141827432
553,1616.81655769519
554,2531.518803189075
555,14949.233878378325
556,4893.964256775133
557,10014.76682684993
558,1454.3531076209945
559,3092.195687501724
560,757.3057323512944
561,2535.8100856962005
562,727.7841699319282
563,4154.2580076982595
564,5555.387690205625
565,2418.6018219297143
566,2564.195460940278
567,2265.281731648869
568,5530.994819645337
569,1863.150944630648
570,1248.989958886555
571,4315.187069802112
572,16265.392182250072
573,15586.889104728154
574,5142.526424006126
575,648.2791680512341
576,4590.312221484757
577,1174.9931383994729
578,608.172687370828
579,3770.259177848263
580,2211.6146051423016
581,900.99042451804
582,987.6576847010615
583,505.21261290138085
584,8163.571615335099
585,1695.7232992858949
586,917.954312313846
587,961.6342790746452
588,2629.9634459270487
589,3822.1633585836134
590,1797.4012438529496
591,534.9960438632728
592,889.8836063244702
593,637.5908616227422
594,8891.809413981191
595,1272.8833901775392
596,14614.724791657678
597,922.5845421166482
598,1180.8930388582264
599,3226.174839836112
600,2361.0224260101418
601,8398.170017410568
602,2423.1562992767754
603,9909.118764754883
604,566.6316069108758
605,1172.785590019575
606,950.8377433689633
607,5379.334481092668
608,2312.767562153781
609,629.3739443184201
610,1748.2214296004126
611,962.2816581568072
612,3569.7287448314337
613,3095.004115457679
614,968.4932493404808
615,487.12362628107394
616,743.3174610329182
617,3477.195209980509
618,13746.961746957651
619,10840.678509947413
